department,total_earnings,_id
BPS Guild Elementary,36559.66,12074
BPS English High,103115.51,12075
Mattapan Early Elementary,101325.63,12076
BPS Ellis Elementary,107199.49,12077
BPS Orchard Gardens K-8 Pilot,23601.4,12078
BPS Boston Comm Leadership Ac,111709.12,12079
Achievement Gap,111555.18,12080
UP Academy Dorchester,82243.51,12081
BPS Lee Elementary,112566.28,12082
East Boston EEC,95460.87,12083
BPS McCormack Middle,43499.1,12084
BPS Trotter Elementary,122540.67,12085
BPS Murphy Elementary,102266.49,12086
BPS Special Education,47777.38,12087
BPS Facility Management,258.64,12088
Young Achievers K-8,42927.08,12089
"Kennedy, PJ Elementary",104714.84,12090
BPS Orchard Gardens K-8 Pilot,27820.39,12091
BPS Taylor Elementary,90773.35,12092
BPS Business Service,69562.83,12093
BPS Mendell Elementary,3600.13,12094
Tech Boston Academy,84176.76,12095
Warren/Prescott K-8,111286.34,12096
BPS Transportation,14237.42,12097
BPS Transportation,11184.58,12098
BPS Substitute Teachers/Nurs,24957.9,12099
Henderson Elementary,117287.77,12100
BPS Transportation,28970.22,12101
BPS Substitute Teachers/Nurs,43629.48,12102
BPS Madison Park High,49.29,12103
Mildred Avenue K-8,17888.02,12104
BPS Facility Management,3514.64,12105
"UP ""Unlocking Potential"" Acad",52815.38,12106
Curley K-8,107692.99,12107
BPS Facility Management,8.94,12108
Quincy Upper School,107005.75,12109
Quincy Upper School,40739.23,12110
BPS Transportation,22447.92,12111
BPS Manning Elementary,126472.57,12112
Young Achievers K-8,116.09,12113
BPS Horace Mann,43236.98,12114
BPS Substitute Teachers/Nurs,30717.18,12115
Fam & Student Engagemt,36715.37,12116
BPS Special Education,41788.07,12117
BPS Timilty Middle,81424.12,12118
King K-8,43546.55,12119
BPS Special Education,66389.3,12120
Hernandez K-8,115940.25,12121
Young Achievers K-8,46859.58,12122
"Kennedy, PJ Elementary",1258.42,12123
BPS Substitute Teachers/Nurs,26094.18,12124
BPS Murphy Elementary,35717.13,12125
BPS Transportation,23983.99,12126
BPS Transportation,25656.49,12127
BPS Substitute Teachers/Nurs,20423.16,12128
Hurley K-8,118686.17,12129
BPS Madison Park High,38352.23,12130
BPS Boston Latin,96922.2,12131
BPS Facility Management,9162.75,12132
BPS Dever Elementary,82.1,12133
BPS Transportation,35470.13,12134
BPS Snowden International Hi,57807.15,12135
BPS Grew Elementary,363.0,12136
BPS Charlestown High,1300.0,12137
Teaching & Learning,53326.31,12138
Hurley K-8,107332.46,12139
BPS Transportation,22654.17,12140
BPS Facility Management,50396.06,12141
West Roxbury Academy,12882.78,12142
BPS Athletics,6898.98,12143
BPS Everett Elementary,52118.89,12144
BPS Holmes Elementary,36954.37,12145
BPS Sumner Elementary,120986.91,12146
"Kennedy, EM Health Academy",60866.73,12147
BPS Winship Elementary,113398.78,12148
Haley Pilot,86502.72,12149
BPS Athletics,6146.0,12150
Lyndon K-8,95623.1,12151
King K-8,119386.09,12152
BPS Substitute Teachers/Nurs,297.36,12153
BPS Special Education,123492.06,12154
BPS Murphy Elementary,106700.78,12155
BPS Charlestown High,54258.14,12156
BPS McKinley Middle,88476.86,12157
BPS Hennigan Elementary,122415.61,12158
BPS Orchard Gardens K-8 Pilot,10618.13,12159
BPS Adams Elementary,79479.85,12160
BPS Substitute Teachers/Nurs,658.36,12161
BPS Boston Arts Academy,40175.11,12162
BPS Substitute Teachers/Nurs,4719.3,12163
BPS Substitute Teachers/Nurs,16908.45,12164
BPS Dever Elementary,19011.96,12165
BPS Human Resource Team,34555.39,12166
"UP ""Unlocking Potential"" Acad",63099.21,12167
BPS Substitute Teachers/Nurs,23211.86,12168
BPS English High,121461.63,12169
BPS O'Bryant School,116638.08,12170
BPS Latin Academy,114492.29,12171
BPS Special Education,36372.3,12172
"Greenwood, S K-8",69397.46,12173
BPS O'Donnell Elementary,9378.68,12174
Mattapan Early Elementary,33943.32,12175
BPS Another Course To Colleg,103292.73,12176
BPS Substitute Teachers/Nurs,153.14,12177
BPS McKinley Middle,48079.37,12178
BPS Ellis Elementary,103593.28,12179
BPS Orchard Gardens K-8 Pilot,105970.97,12180
BPS Substitute Teachers/Nurs,4148.68,12181
Ellison/Parks EES,74101.49,12182
BPS Bradley Elementary,94.87,12183
BPS Edwards Middle,81951.99,12184
BPS Brighton High,16943.81,12185
BPS Adams Elementary,22449.32,12186
BPS Latin Academy,83662.56,12187
Warren/Prescott K-8,50768.75,12188
BPS Brighton High,82042.51,12189
BPS Brighton High,12588.71,12190
BPS Condon Elementary,117783.0,12191
Tech Boston Academy,101786.08,12192
Research Assess & Eval,116085.04,12193
UP Academy Dorchester,57849.12,12194
Mildred Avenue K-8,1034.07,12195
BPS Substitute Teachers/Nurs,4460.36,12196
BPS Adult Education,50596.86,12197
BPS Special Education,8762.06,12198
HPEC: Com Acd Science & Health,115110.36,12199
Jackson/Mann K-8,107507.58,12200
BPS Snowden International Hi,22527.57,12201
English Language Learn,60640.05,12202
BPS McCormack Middle,22281.41,12203
BPS Trotter Elementary,9369.56,12204
BPS Kenny Elementary,9577.2,12205
BPS Transportation,30241.64,12206
BPS Transportation,16261.81,12207
BPS East Boston High,31165.79,12208
BPS Facility Management,63841.17,12209
BPS McCormack Middle,13213.79,12210
BPS Human Resource Team,101834.59,12211
BPS Murphy Elementary,9377.02,12212
BPS Special Education,42295.72,12213
BPS South Boston HS - Excel,80047.23,12214
"Greenwood, S K-8",45775.93,12215
BPS Human Resource Team,114900.4,12216
Mildred Avenue K-8,79757.18,12217
BPS Facility Management,60660.21,12218
BPS Mather Elementary,30309.73,12219
BPS Special Education,94510.25,12220
"Kennedy, JF Elementary",112458.28,12221
BPS Ohrenberger Elementary,114345.7,12222
Kilmer K-8,124264.16,12223
BPS Substitute Teachers/Nurs,23589.36,12224
BPS Boston Latin,111700.77,12225
BPS Facility Management,56232.56,12226
Lyon K-8,115506.59,12227
Student Support Svc,4000.0,12228
Unified Student Svc,7200.0,12229
BPS Charlestown High,120222.26,12230
Jackson/Mann K-8,130677.6,12231
Tobin K-8,37882.62,12232
BPS Quincy Elementary,119637.03,12233
BPS Substitute Teachers/Nurs,34657.88,12234
BPS Transportation,8998.45,12235
BPS Substitute Teachers/Nurs,43.73,12236
BPS Burke High,113031.18,12237
BPS Human Resource Team,95974.93,12238
Diplomas Plus,67517.18,12239
BPS Human Resource Team,97000.28,12240
BPS Tynan Elementary,110363.1,12241
BPS Bradley Elementary,96521.48,12242
HPEC: Com Acd Science & Health,105538.99,12243
BPS Facility Management,64215.46,12244
BPS Health and Wellness,9325.0,12245
Young Achievers K-8,81584.21,12246
Jackson/Mann K-8,34317.3,12247
BPS Everett Elementary,43230.26,12248
Henderson Elementary,31957.73,12249
"Greenwood, S K-8",121773.31,12250
Hurley K-8,72.59,12251
UP Academy Dorchester,52695.95,12252
"Greenwood, S K-8",83027.03,12253
Early Learning Services,108280.92,12254
Mildred Avenue K-8,53993.5,12255
BPS Mozart Elementary,66032.23,12256
Gardner Pilot  Academy,14806.42,12257
BPS Substitute Teachers/Nurs,40.9,12258
BPS Facility Management,59032.88,12259
Teaching & Learning,52799.98,12260
Kilmer K-8,23702.85,12261
Hurley K-8,116349.46,12262
BPS Charlestown High,2617.5,12263
BPS Sumner Elementary,519.57,12264
BPS Bates Elementary,123759.69,12265
BPS Winthrop Elementary,29963.77,12266
Henderson Elementary,116978.28,12267
BPS Latin Academy,109105.42,12268
Curley K-8,113931.54,12269
BPS Bradley Elementary,104514.64,12270
BPS Brighton High,111553.0,12271
Jackson/Mann K-8,112076.84,12272
Perry K-8,119386.09,12273
Curley K-8,42673.31,12274
BPS Orchard Gardens K-8 Pilot,62595.89,12275
HPEC: Com Acd Science & Health,46641.64,12276
BPS Latin Academy,106498.91,12277
Mildred Avenue K-8,102440.85,12278
UP Academy Holland,28769.18,12279
BPS Boston Latin,117132.86,12280
BPS Special Education,99960.68,12281
UP Academy Dorchester,964.44,12282
BPS Facility Management,49514.57,12283
BPS Facility Management,120461.3,12284
BPS Transportation,23351.04,12285
BPS Boston Latin,96647.87,12286
BPS Brighton High,66977.33,12287
BPS Special Education,108381.82,12288
Newcomers Academy,117113.61,12289
BPS Quincy Elementary,119686.17,12290
HPEC: Com Acd Science & Health,101651.71,12291
Food & Nutrition Svc,11066.9,12292
Food & Nutrition Svc,8769.26,12293
BPS Transportation,12857.23,12294
BPS Russell Elementary,143424.97,12295
BPS Channing Elementary,3375.73,12296
BPS East Boston High,115153.96,12297
BPS Dearborn Middle,71413.73,12298
BPS Facility Management,962.71,12299
BPS Alternative Education,114515.38,12300
BPS Substitute Teachers/Nurs,22041.18,12301
BPS Facility Management,51295.95,12302
UP Academy Holland,23963.78,12303
BPS Guild Elementary,13266.25,12304
HPEC: Com Acd Science & Health,102917.01,12305
"UP ""Unlocking Potential"" Acad",31673.09,12306
BPS East Boston High,1504.25,12307
Jackson/Mann K-8,62402.75,12308
Warren/Prescott K-8,40662.7,12309
BPS Hennigan Elementary,110825.73,12310
Roosevelt K-8,98184.13,12311
BPS Hennigan Elementary,52000.75,12312
BPS Hale Elementary,33381.89,12313
Curley K-8,99736.21,12314
BPS Substitute Teachers/Nurs,5947.08,12315
BPS Substitute Teachers/Nurs,26886.94,12316
Kilmer K-8,9377.02,12317
BPS Facility Management,80398.45,12318
BPS Transportation,19228.05,12319
BPS Special Education,48628.49,12320
BPS Transportation,23902.97,12321
Boston Collaborative High Sch,90966.0,12322
Eliot K-8,1345.42,12323
BPS Office Of Budget Mgmt,8595.51,12324
BPS Mckay Elementary,94235.64,12325
Boston Collaborative High Sch,8035.4,12326
BPS Horace Mann,110951.48,12327
Higginson/Lewis K-8,36980.22,12328
BPS Facility Management,50213.12,12329
BPS Chittick Elementary,20095.61,12330
BPS Special Education,86770.28,12331
Tech Boston Academy,109880.22,12332
Student Support Svc,5000.0,12333
BPS Facility Management,1264.46,12334
BPS Business Service,69541.56,12335
Mildred Avenue K-8,112437.37,12336
BPS Special Education,74153.12,12337
BPS McKinley Middle,53022.6,12338
BPS Special Education,3900.8,12339
Student Support Svc,4807.5,12340
BPS Lee Elementary,85495.1,12341
Young Achievers K-8,53549.34,12342
Lyon Pilot High 9-12,57493.76,12343
UP Academy Dorchester,64613.03,12344
BPS Holmes Elementary,1540.81,12345
BPS East Boston High,102927.43,12346
BPS Transportation,21399.31,12347
BPS Madison Park High,14681.14,12348
Eliot K-8,34515.2,12349
Eliot K-8,32216.64,12350
Eliot K-8,76126.54,12351
Chief Financial Officer,76916.78,12352
Edison K-8,29644.81,12353
Baldwin ELC,58318.74,12354
Kilmer K-8,116614.41,12355
BPS Special Education,54772.86,12356
BPS Substitute Teachers/Nurs,14309.47,12357
BPS Special Education,114910.16,12358
"Kennedy, EM Health Academy",125881.34,12359
Tech Boston Academy,112803.77,12360
BPS Alternative Education,96632.3,12361
BPS McKinley Middle,43019.17,12362
BPS Blackstone Elementary,171.73,12363
BPS Community Academy,80052.96,12364
BPS Transportation,11448.67,12365
BPS Harvard/Kent Elementary,275.92,12366
BPS Fenway High,62.75,12367
Lyndon K-8,20678.21,12368
BPS Alternative Education,95950.88,12369
Tech Boston Academy,106735.86,12370
Mildred Avenue K-8,105508.84,12371
UP Academy Holland,27151.87,12372
Curley K-8,77365.33,12373
BPS Facility Management,48187.58,12374
BPS Mozart Elementary,33734.73,12375
Jackson/Mann K-8,80752.41,12376
BPS Orchard Gardens K-8 Pilot,9220.41,12377
BPS Orchard Gardens K-8 Pilot,9260.93,12378
BPS Orchard Gardens K-8 Pilot,9333.05,12379
BPS Boston Latin,100189.53,12380
BPS Quincy Elementary,81284.48,12381
BPS Mather Elementary,124722.64,12382
BPS Philbrick Elementary,42961.98,12383
English Language Learn,115409.56,12384
BPS Charlestown High,9699.66,12385
"Kennedy, PJ Elementary",108603.7,12386
Mattapan Early Elementary,28170.85,12387
BPS Special Education,30340.87,12388
BPS Sumner Elementary,74222.72,12389
WREC: Urban Science Academy,33470.02,12390
BPS Holmes Elementary,90647.15,12391
BPS Special Education,2055.94,12392
BPS Channing Elementary,62483.94,12393
BPS Substitute Teachers/Nurs,161.12,12394
BPS Ellis Elementary,97056.8,12395
BPS Latin Academy,96773.89,12396
BPS Latin Academy,96882.3,12397
BPS Harvard/Kent Elementary,91614.75,12398
BPS School Safety Service,37964.29,12399
BPS Health Service,99677.36,12400
West Roxbury Academy,76042.03,12401
Hurley K-8,81514.81,12402
BPS Taylor Elementary,48112.49,12403
BPS Boston Evening Academy,104427.82,12404
Tech Boston Academy,26681.28,12405
BPS Quincy Elementary,104672.13,12406
BPS Substitute Teachers/Nurs,285.56,12407
BPS Substitute Teachers/Nurs,17.09,12408
BPS Substitute Teachers/Nurs,148.68,12409
Perry K-8,118689.0,12410
BPS Adams Elementary,113802.3,12411
BPS Human Resource Team,104360.04,12412
Warren/Prescott K-8,111266.2,12413
BPS Boston Latin,120908.9,12414
Eliot K-8,36035.69,12415
BPS Substitute Teachers/Nurs,5501.01,12416
Alighieri Montessori School,46677.86,12417
BPS Special Education,39551.08,12418
BPS Beethoven Elementary,43028.16,12419
BPS Special Education,115052.27,12420
BPS McCormack Middle,107799.41,12421
BPS Special Education,44916.12,12422
BPS Kenny Elementary,56284.38,12423
BPS Higginson Elementary,137468.92,12424
BPS Substitute Teachers/Nurs,207.84,12425
BPS Boston Arts Academy,109505.48,12426
BPS O'Bryant School,106944.04,12427
Henderson Elementary,56176.78,12428
BPS Boston International HS,75745.57,12429
WREC: Urban Science Academy,107371.4,12430
Curley K-8,20249.68,12431
BPS Condon Elementary,117905.28,12432
BPS Orchard Gardens K-8 Pilot,88390.91,12433
BPS Orchard Gardens K-8 Pilot,115291.64,12434
Lyon K-8,112738.78,12435
"Greenwood, S K-8",58341.72,12436
Strategy Department,182060.75,12437
Curley K-8,121743.21,12438
BPS Hennigan Elementary,39766.8,12439
BPS Facility Management,12121.94,12440
BPS Substitute Teachers/Nurs,148.68,12441
Edison K-8,46899.99,12442
BPS Channing Elementary,47456.85,12443
Edison K-8,51637.79,12444
BPS Substitute Teachers/Nurs,29726.49,12445
BPS Facility Management,57694.79,12446
Margarita Muniz Academy,19995.53,12447
Gardner Pilot  Academy,1445.77,12448
BPS Mckay Elementary,107238.05,12449
Frederick Pilot Middle,113.8,12450
BPS O'Bryant School,116010.28,12451
BPS Counseling Service,16130.23,12452
BPS Ellis Elementary,120802.45,12453
BPS Substitute Teachers/Nurs,11.39,12454
BPS Facility Management,54685.28,12455
BPS Facility Management,63741.8,12456
BPS Facility Management,1982.88,12457
BPS Facility Management,11077.55,12458
Margarita Muniz Academy,107745.41,12459
"Greenwood, S K-8",258.7,12460
BPS Facility Mgmt/A & R,131098.5,12461
Eliot K-8,98133.13,12462
BPS Adams Elementary,118670.19,12463
Lyndon K-8,104427.82,12464
BPS Perkins Elementary,106989.69,12465
BPS Lee Elementary,117262.72,12466
Lyndon K-8,101815.87,12467
BPS Substitute Teachers/Nurs,30616.67,12468
BPS English High,133041.0,12469
BPS Condon Elementary,27350.18,12470
"Kennedy, PJ Elementary",82826.39,12471
BPS Mozart Elementary,59132.13,12472
Superintendent,109712.12,12473
BPS Special Education,56149.31,12474
WREC: Urban Science Academy,13959.22,12475
BPS Beethoven Elementary,120757.64,12476
Lyndon K-8,113583.1,12477
BPS Human Resource Team,108962.5,12478
BPS Substitute Teachers/Nurs,8096.69,12479
BPS Substitute Teachers/Nurs,8058.72,12480
BPS Murphy Elementary,91661.53,12481
BPS Substitute Teachers/Nurs,4900.44,12482
BPS Kenny Elementary,112350.56,12483
BPS Facility Management,246.16,12484
BPS Substitute Teachers/Nurs,506.23,12485
BPS Facility Management,10834.24,12486
BPS Special Education,108925.84,12487
BPS Health Service,60169.72,12488
BPS East Boston High,52360.62,12489
BPS School Safety Service,79963.42,12490
BPS Timilty Middle,107654.7,12491
UP Academy Holland,77634.5,12492
BPS Substitute Teachers/Nurs,9189.36,12493
BPS Facility Management,60331.37,12494
Haynes EEC,23214.82,12495
BPS Facility Management,60181.92,12496
BPS Substitute Teachers/Nurs,25.47,12497
Eliot K-8,88865.76,12498
BPS Special Education,111539.09,12499
BPS Boston Latin,122943.54,12500
Roosevelt K-8,35456.29,12501
BPS Boston Evening Academy,37957.88,12502
Tech Boston Academy,92754.07,12503
Green Academy,79748.63,12504
Young Achievers K-8,103082.22,12505
BPS Murphy Elementary,111125.7,12506
BPS East Boston High,107522.07,12507
BPS Another Course To Colleg,134970.71,12508
BPS Philbrick Elementary,7771.18,12509
Mildred Avenue K-8,73909.94,12510
Higginson/Lewis K-8,116369.23,12511
BPS Counseling & Intervtn Ct,51636.26,12512
Frederick Pilot Middle,1899.1,12513
BPS Facility Management,50850.46,12514
BPS Facility Management,77128.7,12515
BPS Winthrop Elementary,75012.5,12516
"Greenwood, S K-8",8727.5,12517
BPS Madison Park High,61819.11,12518
Mattapan Early Elementary,61125.35,12519
BPS Madison Park High,74977.92,12520
BPS Special Education,111973.51,12521
BPS Special Education,114510.28,12522
BPS Everett Elementary,38470.12,12523
Umana Middle,90292.12,12524
BPS Special Education,280.49,12525
Gardner Pilot  Academy,1669.84,12526
Baldwin ELC,101134.67,12527
BPS Charlestown High,101634.67,12528
Umana Middle,114486.38,12529
Jackson/Mann K-8,1386.63,12530
BPS Substitute Teachers/Nurs,5.66,12531
Roosevelt K-8,126741.28,12532
King K-8,36685.68,12533
BTU Pilot,43398.14,12534
Info & Instr Technology,65542.88,12535
BPS Edwards Middle,41919.16,12536
BPS Mendell Elementary,28254.63,12537
Mattapan Early Elementary,48232.54,12538
BPS Special Education,45279.77,12539
BPS Boston Latin,115064.3,12540
Curley K-8,81192.48,12541
BPS Substitute Teachers/Nurs,27499.63,12542
BPS Mather Elementary,29737.98,12543
BPS Substitute Teachers/Nurs,240.36,12544
Haynes EEC,1068.18,12545
BPS Boston Latin,110321.97,12546
Henderson Elementary,108925.84,12547
Teaching & Learning,41022.0,12548
BPS Orchard Gardens K-8 Pilot,103039.25,12549
BPS Facility Management,68007.93,12550
Teaching & Learning,114510.28,12551
"UP ""Unlocking Potential"" Acad",71973.91,12552
Kilmer K-8,9377.02,12553
BPS Boston Arts Academy,91789.64,12554
BPS Mather Elementary,113541.78,12555
BPS Lee Elementary,104107.12,12556
BPS Facility Mgmt/A & R,102141.85,12558
BPS Welcome Services,5057.2,12559
BPS Holmes Elementary,25491.74,12560
Higginson/Lewis K-8,120346.59,12561
BPS Human Resource Team,66030.91,12562
BPS Transportation,6402.78,12563
BPS Transportation,27248.23,12564
Umana Middle,110600.94,12565
Tech Boston Academy,68312.36,12566
BPS Perkins Elementary,4.62,12567
BPS Special Education,50983.48,12568
BPS Brighton High,46132.7,12569
UP Academy Dorchester,51748.3,12570
BPS Special Education,7080.0,12571
BPS Harvard/Kent Elementary,114844.62,12572
Curley K-8,96546.2,12573
BPS Facility Mgmt/A & R,94808.17,12574
BPS Special Education,120911.3,12575
BPS Charlestown High,117166.27,12576
BPS Madison Park High,28276.7,12577
Tobin K-8,1711.07,12578
BPS Charlestown High,71078.55,12579
Lyndon K-8,35345.9,12580
BPS Facility Management,33110.24,12581
Tech Boston Academy,106733.88,12582
BPS Facility Management,108423.67,12583
"Kennedy, JF Elementary",98893.42,12584
BPS Facility Management,11507.05,12585
BPS Blackstone Elementary,32368.25,12586
BPS Welcome Services,3491.62,12587
Curley K-8,36055.89,12588
BPS Otis Elementary,8562.52,12589
BPS Blackstone Elementary,106548.2,12590
BPS Substitute Teachers/Nurs,43491.14,12591
BPS Human Resource Team,112252.67,12592
BPS Latin Academy,107021.32,12593
"Kennedy, EM Health Academy",82959.72,12594
BPS Horace Mann,103330.86,12595
BPS Human Resource Team,285.69,12596
BPS Higginson Elementary,99103.49,12597
BPS Alternative Education HS,114714.37,12598
BPS Bradley Elementary,9717.38,12599
Hurley K-8,439.2,12600
BPS Substitute Teachers/Nurs,14108.33,12601
BPS Blackstone Elementary,20158.8,12602
BPS Russell Elementary,37468.09,12603
Boston Collaborative High Sch,128472.54,12604
BPS McKinley Middle,120742.4,12605
Henderson Elementary,59423.83,12606
Perry K-8,116683.2,12607
BPS Blackstone Elementary,68075.08,12608
BPS Substitute Teachers/Nurs,23593.15,12609
Mission Hill K-8,19423.28,12610
BPS Substitute Teachers/Nurs,153.14,12611
Young Achievers K-8,65757.16,12612
Lyndon K-8,95950.88,12613
Curley K-8,53139.58,12614
BPS Substitute Teachers/Nurs,16623.48,12615
BPS McKinley Middle,12775.14,12616
BPS Boston International HS,56898.39,12617
BPS Boston Arts Academy,80946.08,12618
BPS Tynan Elementary,81930.76,12619
BPS Special Education,160408.66,12620
BPS Brighton High,46603.11,12621
BPS Burke High,49498.28,12622
BPS English High,42007.53,12623
BPS Substitute Teachers/Nurs,947.22,12624
Ellison/Parks EES,49609.22,12625
"Kennedy, JF Elementary",114153.97,12626
BPS Charlestown High,92979.8,12627
Gardner Pilot  Academy,107110.9,12628
BPS Russell Elementary,53142.77,12629
BPS Facility Management,58211.51,12630
BPS Dearborn Middle,72.04,12631
"UP ""Unlocking Potential"" Acad",81670.93,12632
BPS Ohrenberger Elementary,10129.6,12633
BPS Facility Management,53193.76,12634
Info & Instr Technology,106781.94,12635
BPS Substitute Teachers/Nurs,67772.37,12636
BPS Substitute Teachers/Nurs,191.25,12637
BPS Substitute Teachers/Nurs,35497.04,12638
BPS Chittick Elementary,43637.0,12639
Higginson/Lewis K-8,6618.63,12640
BPS Madison Park High,8753.02,12641
BPS Condon Elementary,113749.16,12642
BPS Special Education,108381.82,12643
BPS Conley Elementary,119019.98,12644
Edison K-8,108176.68,12645
BPS Trotter Elementary,203.18,12646
BPS Substitute Teachers/Nurs,658.42,12647
West Roxbury Academy,114510.28,12648
Haley Pilot,104547.52,12649
BPS Substitute Teachers/Nurs,333.26,12650
BPS Charlestown High,103539.03,12651
BPS Boston International HS,97961.61,12652
BPS Boston International HS,89758.99,12653
Umana Middle,86928.72,12654
Mildred Avenue K-8,114611.65,12655
Mildred Avenue K-8,94173.84,12656
Mildred Avenue K-8,107245.1,12657
BPS Special Education,60159.84,12658
West Roxbury Academy,34339.14,12659
BPS East Boston High,106321.4,12660
Henderson Elementary,107071.4,12661
BPS Taylor Elementary,35977.51,12662
Higginson/Lewis K-8,107999.41,12663
BPS Transportation,21447.73,12664
Edison K-8,16711.99,12665
Young Achievers K-8,8973.6,12666
BPS Charlestown High,116448.38,12667
BPS Facility Mgmt/A & R,114083.34,12668
East Boston EEC,89042.16,12669
BPS Quincy Elementary,90939.76,12670
BPS Harvard/Kent Elementary,113889.72,12671
BPS Quincy Elementary,130567.15,12672
BPS Quincy Elementary,92120.44,12673
BPS Transportation,9586.95,12674
BPS Substitute Teachers/Nurs,47742.74,12675
BPS Lee Elementary,44126.74,12676
Haynes EEC,20892.27,12677
Student Support Svc,17258.5,12678
English Language Learn,107058.04,12679
BPS Mather Elementary,77586.04,12680
BPS Welcome Services,7295.28,12681
BPS South Boston HS - Excel,115958.03,12682
BPS Channing Elementary,123015.16,12683
Unified Student Svc,54743.0,12684
UP Academy Holland,77384.56,12685
BPS Trotter Elementary,112951.75,12686
BPS Special Education,58183.36,12687
BPS Latin Academy,84780.54,12688
BPS Holmes Elementary,65797.32,12689
BPS Boston Latin,92003.88,12690
BPS Mather Elementary,105222.93,12691
BTU Pilot,128568.06,12692
BPS Mather Elementary,39791.45,12693
English Language Learn,65033.8,12694
BPS Substitute Teachers/Nurs,7362.71,12695
BPS Mather Elementary,114267.81,12696
Jackson/Mann K-8,45451.34,12697
BPS Taylor Elementary,112487.51,12698
Baldwin ELC,110488.56,12699
BPS Edwards Middle,14112.05,12700
BPS Kenny Elementary,83164.38,12701
UP Academy Dorchester,82797.07,12702
Info & Instr Technology,69353.44,12703
Newcomers Academy,110578.11,12704
Green Academy,105548.0,12705
BPS Latin Academy,95950.88,12706
BPS Facility Management,51200.94,12707
BPS Facility Management,59761.92,12708
Tech Boston Academy,38195.27,12709
BPS Facility Management,13985.42,12710
BPS Higginson Elementary,40.22,12711
BPS Mendell Elementary,81737.95,12712
UP Academy Dorchester,23394.14,12713
BPS Cl#10 Lee Academy,53579.8,12714
UP Academy Dorchester,20221.44,12715
BPS Ellis Elementary,7147.99,12716
BPS Adams Elementary,44603.6,12717
BPS Special Education,32326.56,12718
Henderson Elementary,100800.94,12719
BPS Facility Management,62504.81,12720
BPS Alternative Education HS,61199.11,12721
BPS Edwards Middle,19671.28,12722
Tech Boston Academy,96206.92,12723
BPS Taylor Elementary,109903.7,12724
BPS Transportation,20347.24,12725
BPS Orchard Gardens K-8 Pilot,24773.96,12726
BPS Substitute Teachers/Nurs,594.72,12727
BPS Horace Mann,36219.99,12728
Unified Student Svc,147684.1,12729
BPS Condon Elementary,111413.81,12730
Unified Student Svc,91689.46,12731
BPS Russell Elementary,25074.94,12732
Green Academy,17013.92,12733
BPS Murphy Elementary,115316.81,12734
BPS Special Education,28459.79,12735
BPS Facility Management,61443.8,12736
BPS Human Resource Team,39176.47,12737
BPS Beethoven Elementary,37841.11,12738
BPS Condon Elementary,87902.49,12739
BPS Boston Comm Leadership Ac,69953.73,12740
BPS South Boston HS - Excel,49198.5,12741
BPS Lee Elementary,64540.85,12742
BPS Murphy Elementary,109693.7,12743
BPS Facility Management,13997.58,12744
BPS Charlestown High,68286.45,12745
"UP ""Unlocking Potential"" Acad",99776.64,12746
Henderson Elementary,95492.97,12747
Roosevelt K-8,120314.97,12748
BPS Substitute Teachers/Nurs,76.42,12749
BPS Transportation,29852.05,12750
BPS Boston Latin,117935.41,12751
BPS Substitute Teachers/Nurs,21232.01,12752
BPS Human Resource Team,5763.82,12753
BPS Beethoven Elementary,115889.24,12754
BPS Ohrenberger Elementary,9377.02,12755
BPS South Boston High,29662.45,12756
BPS Snowden International Hi,113770.15,12757
Haley Pilot,81544.83,12758
Mattapan Early Elementary,58716.98,12759
Tech Boston Academy,45711.54,12760
BPS Facility Management,13551.77,12761
BPS Transportation,24710.37,12762
BPS Guild Elementary,1303.83,12763
BPS Condon Elementary,2967.35,12764
BPS O'Bryant School,120253.9,12765
BPS Higginson Elementary,48715.52,12766
King K-8,13156.38,12767
BPS Winship Elementary,119989.72,12768
BPS Substitute Teachers/Nurs,31.13,12769
BPS Ohrenberger Elementary,106710.39,12770
BPS Substitute Teachers/Nurs,2206.23,12771
BPS Substitute Teachers/Nurs,869.88,12772
BPS Special Education,49060.59,12773
English Language Learn,91016.23,12774
BPS Hennigan Elementary,37515.42,12775
Ellison/Parks EES,14665.44,12776
BPS Bates Elementary,106564.08,12777
BPS Substitute Teachers/Nurs,2202.83,12778
Young Achievers K-8,159.47,12779
BPS McCormack Middle,116272.76,12780
BPS High School Renewal,161659.41,12781
BPS McCormack Middle,21171.28,12782
BPS Alternative Education HS,78213.03,12783
BPS Boston Comm Leadership Ac,870.32,12784
BPS Facility Management,59935.69,12785
BPS Madison Park High,113067.69,12786
BPS Quincy Elementary,6.55,12787
BPS Substitute Teachers/Nurs,7933.2,12788
BPS East Boston High,122477.8,12789
BPS Latin Academy,121011.96,12790
"Kennedy, JF Elementary",115571.59,12791
BPS Counseling Service,16572.86,12792
BPS Bradley Elementary,119785.97,12793
BPS Substitute Teachers/Nurs,4747.26,12794
P. A. Shaw Elementary,77047.78,12795
Eliot K-8,92609.57,12796
BPS Madison Park High,102997.84,12797
UP Academy Dorchester,37481.04,12798
Greater Egleston High,114406.95,12799
Gardner Pilot  Academy,891.0,12800
Newcomers Academy,51611.25,12801
BPS Ohrenberger Elementary,9463.28,12802
Hernandez K-8,92932.77,12803
Margarita Muniz Academy,20761.21,12804
Lyon Pilot High 9-12,64466.83,12805
BPS Facility Management,71594.66,12806
BPS East Boston High,107575.99,12807
BPS Brighton High,114758.54,12808
