department,total_earnings,_id
Green Academy,34134.42,7101
BPS Cl#10 Lee Academy,77898.17,7102
BPS Facility Management,12272.28,7103
BPS Orchard Gardens K-8 Pilot,28249.92,7104
BPS Counseling & Intervtn Ct,127943.92,7105
BPS Substitute Teachers/Nurs,24951.85,7106
BPS Fenway High,59726.03,7107
BPS Facility Management,13221.72,7108
BPS Blackstone Elementary,56594.48,7109
Warren/Prescott K-8,117671.21,7110
Henderson Elementary,5347.24,7111
BPS Special Education,46686.63,7112
BPS Special Education,42033.1,7113
Higginson/Lewis K-8,20259.28,7114
BPS Health and Wellness,45852.83,7115
BPS Facility Management,4233.03,7116
BPS East Boston High,114493.85,7117
Food & Nutrition Svc,29003.67,7118
BPS Condon Elementary,121855.51,7119
BPS Winship Elementary,122150.29,7120
BPS Substitute Teachers/Nurs,78.71,7121
BPS Mather Elementary,5551.34,7122
BPS Transportation,16041.61,7123
BPS Boston Latin,115659.29,7124
BPS Substitute Teachers/Nurs,612.56,7125
BPS Bradley Elementary,30868.15,7126
Frederick Pilot Middle,34169.45,7127
BPS East Boston High,38792.38,7128
BPS Fenway High,2565.58,7129
"Greenwood, S K-8",78030.76,7130
BPS Boston Latin,128516.93,7131
"Kennedy, JF Elementary",29674.2,7132
BPS Special Education,40539.64,7133
BPS Special Education,46595.45,7134
Henderson Elementary,117265.77,7135
BPS Facility Management,13832.49,7136
BPS New Mission Pilot,1066.39,7137
BPS Burke High,34867.8,7138
BPS New Mission Pilot,119782.72,7139
BPS Dever Elementary,112.44,7140
Mission Hill K-8,40540.24,7141
Roosevelt K-8,119773.87,7142
Jackson/Mann K-8,111217.4,7143
BPS Madison Park High,106953.79,7144
BPS Special Education,10520.5,7145
BPS Facility Management,52922.23,7146
BPS Counseling Service,86634.41,7147
BPS Substitute Teachers/Nurs,191.65,7148
UP Academy Dorchester,69558.36,7149
BPS Taylor Elementary,57687.53,7150
BPS Substitute Teachers/Nurs,10258.71,7151
BPS McKinley Middle,27016.89,7152
BPS Special Education,36943.37,7153
BPS Higginson Elementary,125723.09,7154
BPS Substitute Teachers/Nurs,166.54,7155
BPS Blackstone Elementary,126381.85,7156
BPS Substitute Teachers/Nurs,6541.82,7157
BPS Transportation,14706.42,7158
Teaching & Learning,3260.0,7159
Eliot K-8,17013.92,7160
BPS Substitute Teachers/Nurs,35368.62,7161
Hurley K-8,41459.75,7162
BPS Counseling Service,83263.42,7163
BPS Harvard/Kent Elementary,81354.04,7164
BPS Human Resource Team,68398.47,7165
Warren/Prescott K-8,24277.04,7166
Superintendent,34214.44,7167
BPS Substitute Teachers/Nurs,156.12,7168
BPS Irving Middle,78114.4,7169
BPS Condon Elementary,35678.41,7170
BPS Manning Elementary,50071.65,7171
Umana Middle,22897.6,7172
BPS Mather Elementary,75214.05,7173
Curley K-8,111647.21,7174
Early Learning Services,108280.92,7175
BPS Sumner Elementary,943.2,7176
BPS Madison Park High,121687.91,7177
"Kennedy, JF Elementary",65848.23,7178
BPS English High,32276.9,7179
BPS Special Education,122613.23,7180
King K-8,29361.13,7181
BPS Irving Middle,1066.11,7182
Mattapan Early Elementary,61691.58,7183
BPS Bradley Elementary,111.11,7184
BPS School Safety Service,55942.46,7185
BPS Boston Evening Academy,30331.29,7186
BPS Horace Mann,88704.63,7187
BPS Dever Elementary,50562.23,7188
BPS Human Resource Team,1971.58,7189
BPS Winthrop Elementary,85580.95,7190
BPS Facility Management,51521.78,7191
Lyndon K-8,8194.78,7192
BPS Special Education,103935.11,7193
"UP ""Unlocking Potential"" Acad",20221.44,7194
"UP ""Unlocking Potential"" Acad",98625.26,7195
BPS English High,16282.06,7196
BPS Madison Park High,46196.74,7197
BPS Hennigan Elementary,38174.6,7198
Curley K-8,3570.0,7199
Mattapan Early Elementary,51569.29,7200
BPS Welcome Services,82399.78,7201
BPS Athletics,126536.02,7202
BPS Chittick Elementary,13212.24,7203
Umana Middle,24367.04,7204
Young Achievers K-8,5134.61,7205
BPS Special Education,786.6,7206
BPS Blackstone Elementary,57889.53,7207
Newcomers Academy,118416.61,7208
BPS Taylor Elementary,46102.52,7209
"Greenwood, S K-8",225.0,7210
Jackson/Mann K-8,34374.55,7211
Green Academy,40518.36,7212
UP Academy Dorchester,72448.34,7213
BPS Latin Academy,66150.81,7214
BPS Substitute Teachers/Nurs,34090.62,7215
Hernandez K-8,76154.3,7216
BPS Transportation,23419.13,7217
BPS East Boston High,113984.47,7218
BPS Bradley Elementary,49192.69,7219
Chief Academic Officer,76566.37,7220
Fam & Student Engagemt,93029.71,7221
BPS Latin Academy,101852.12,7222
Hernandez K-8,37229.6,7223
BPS Facility Management,10910.49,7224
BPS Transportation,29199.84,7225
Jackson/Mann K-8,125601.56,7226
BPS Brighton High,90846.11,7227
BPS Special Education,54657.68,7228
BPS Substitute Teachers/Nurs,2824.91,7229
BPS Boston Latin,94705.61,7230
BPS Snowden International Hi,72139.91,7231
BPS Murphy Elementary,4370.71,7232
BPS Lee Elementary,37784.9,7233
BPS Health and Wellness,44524.59,7234
Kilmer K-8,95580.98,7235
BPS Special Education,971.67,7236
BPS Boston Comm Leadership Ac,60585.57,7237
Tech Boston Academy,81582.64,7238
BPS Brighton High,72666.31,7239
West Roxbury Academy,114910.16,7240
BPS Trotter Elementary,9204.2,7241
BPS Substitute Teachers/Nurs,5250.01,7242
BPS English High,92815.32,7243
Student Support Svc,20900.0,7244
BPS Brighton High,76063.84,7245
BPS Burke High,87335.96,7246
BPS Facility Management,53985.87,7247
BPS Clap Elementary,2.1,7248
UP Academy Dorchester,48030.0,7249
BPS Special Education,50148.36,7250
BPS Another Course To Colleg,88648.16,7251
BPS Beethoven Elementary,106010.47,7252
BPS Murphy Elementary,40894.23,7253
BPS Facility Management,13084.89,7254
Umana Middle,119697.71,7255
BPS Irving Middle,77940.99,7256
BPS Murphy Elementary,76556.78,7257
BPS Boston Evening Academy,124723.4,7258
BPS Ellis Elementary,51919.91,7259
BPS Dearborn Middle,82132.2,7260
Mildred Avenue K-8,118982.25,7261
BPS Substitute Teachers/Nurs,22056.97,7262
BPS East Boston High,114630.68,7263
BPS School Safety Service,12582.06,7264
BPS Fenway High,1494.44,7265
BPS Boston Arts Academy,79237.92,7266
BPS Lee Elementary,68981.87,7267
Hurley K-8,5606.14,7268
BPS Counseling Service,19944.88,7269
BPS Facility Management,49296.88,7270
BPS Hennigan Elementary,41748.39,7271
BPS Hale Elementary,93419.94,7272
UP Academy Dorchester,89447.87,7273
BPS Kenny Elementary,58400.43,7274
Gardner Pilot  Academy,45650.55,7275
BPS Substitute Teachers/Nurs,40166.08,7276
BPS Murphy Elementary,98941.6,7277
Mattapan Early Elementary,43166.45,7278
King K-8,40711.02,7279
West Zone ELC,115100.22,7280
BPS Special Education,7406.48,7281
BPS Mckay Elementary,19671.28,7282
BPS Orchard Gardens K-8 Pilot,87094.3,7283
BPS Facility Mgmt/A & R,77126.72,7284
BPS Facility Management,64014.44,7285
BPS Boston Comm Leadership Ac,112868.42,7286
BPS Grew Elementary,95164.97,7287
BPS East Boston High,78646.63,7288
BPS Substitute Teachers/Nurs,20073.43,7289
Hernandez K-8,877.5,7290
UP Academy Holland,72125.86,7291
BPS Substitute Teachers/Nurs,627.15,7292
BPS Quincy Elementary,84004.32,7293
BPS Special Education,8138.23,7294
BPS Irving Middle,31464.77,7295
BPS Special Education,7320.0,7296
Food & Nutrition Svc,69103.4,7297
BPS Special Education,114910.16,7298
BPS Holmes Elementary,118025.39,7299
BPS Substitute Teachers/Nurs,27111.25,7300
BPS Facility Management,70492.8,7301
BPS Madison Park High,25447.44,7302
BPS Special Education,83475.61,7303
BPS East Boston High,100626.55,7304
Eliot K-8,23333.59,7305
BPS Harvard/Kent Elementary,80955.09,7306
BPS Facility Management,18300.03,7307
BPS Madison Park High,16340.91,7308
BPS Transportation,24712.19,7309
BPS Latin Academy,108521.4,7310
Boston Collaborative High Sch,22539.0,7311
BPS Madison Park High,109233.6,7312
Newcomers Academy,117678.65,7313
BPS Substitute Teachers/Nurs,15236.82,7314
BPS Edwards Middle,3068.0,7315
BPS Taylor Elementary,120886.09,7316
BPS Conley Elementary,114712.37,7317
Hernandez K-8,1700.77,7318
"Greenwood, S K-8",43856.32,7319
Haynes EEC,102068.56,7320
BPS Substitute Teachers/Nurs,56777.56,7321
Edison K-8,118483.0,7322
P. A. Shaw Elementary,73660.1,7323
BPS Winthrop Elementary,106596.24,7324
East Boston EEC,107659.15,7325
Kilmer K-8,102965.46,7326
BPS Substitute Teachers/Nurs,1807.65,7327
BPS Holmes Elementary,12602.56,7328
BPS Latin Academy,102781.47,7329
BPS Beethoven Elementary,37885.86,7330
BPS Blackstone Elementary,67705.3,7331
BPS Fenway High,15045.56,7332
BPS Special Education,96641.32,7333
BPS Special Education,95980.38,7334
BPS South Boston HS - Excel,1619.95,7335
BPS Horace Mann,117722.5,7336
BPS Boston Evening Academy,112106.56,7337
BPS Substitute Teachers/Nurs,5.82,7338
Curley K-8,36740.34,7339
Quincy Upper School,43544.76,7340
BPS Special Education,16746.96,7341
Kilmer K-8,43429.01,7342
Lyon Pilot High 9-12,112003.77,7343
BPS Special Education,41358.14,7344
BPS South Boston HS - Excel,120914.63,7345
BPS O'Donnell Elementary,103330.28,7346
BPS Boston Latin,72412.31,7347
BPS Sumner Elementary,102422.57,7348
BPS Murphy Elementary,57461.55,7349
BPS Murphy Elementary,55199.9,7350
BPS Substitute Teachers/Nurs,25981.99,7351
BPS Mckay Elementary,110943.94,7352
Achievement Gap,67567.18,7353
Kilmer K-8,71211.86,7354
Superintendent,110572.66,7355
BPS Substitute Teachers/Nurs,115.91,7356
Henderson Elementary,12110.38,7357
Food & Nutrition Svc,2549.25,7358
Communications,87250.76,7359
BPS Hennigan Elementary,116895.34,7360
UP Academy Dorchester,264.1,7361
BPS Substitute Teachers/Nurs,446.04,7362
BPS Facility Mgmt/A & R,51408.5,7363
BPS Latin Academy,13605.14,7364
"UP ""Unlocking Potential"" Acad",13716.94,7365
BPS Adams Elementary,34941.98,7366
Curley K-8,32831.05,7367
BPS Transportation,11638.56,7368
BPS Perkins Elementary,40919.85,7369
BPS Dearborn Middle,85088.08,7370
BPS Latin Academy,4785.12,7371
BPS Special Education,49602.27,7372
BPS Substitute Teachers/Nurs,2973.54,7373
UP Academy Dorchester,1214.79,7374
BPS Substitute Teachers/Nurs,24049.8,7375
BPS Timilty Middle,42843.08,7376
Research Assess & Eval,31597.82,7377
English Language Learn,23103.27,7378
King K-8,54866.6,7379
HPEC: Com Acd Science & Health,74478.92,7380
BPS Transportation,25135.94,7381
BPS Murphy Elementary,6315.74,7382
BPS Facility Management,1267.76,7383
P. A. Shaw Elementary,91155.06,7384
Early Learning Services,100093.04,7385
BTU Pilot,48192.68,7386
BPS Substitute Teachers/Nurs,19783.35,7387
BPS McCormack Middle,50825.98,7388
Mattapan Early Elementary,53681.24,7389
BPS Dever Elementary,85436.38,7390
BPS Grew Elementary,858.0,7391
BPS Philbrick Elementary,126100.89,7392
Perry K-8,45147.4,7393
Haynes EEC,6077.52,7394
BPS Special Education,44024.58,7395
BPS Special Education,37793.12,7396
BPS Substitute Teachers/Nurs,31.13,7397
BPS Trotter Elementary,47608.87,7398
BPS Lee Elementary,37200.69,7399
BPS McCormack Middle,111056.71,7400
Hernandez K-8,51790.83,7401
Haynes EEC,77874.24,7402
HPEC: Com Acd Science & Health,111794.31,7403
BPS Substitute Teachers/Nurs,941.68,7404
BPS Transportation,8595.52,7405
BPS Trotter Elementary,105879.75,7406
BPS Substitute Teachers/Nurs,110.38,7407
Henderson Elementary,107071.4,7408
BPS Counseling Service,25324.82,7409
Achievement Gap,7650.0,7410
Frederick Pilot Middle,33984.86,7411
BPS Winthrop Elementary,18105.84,7412
BPS Facility Management,11383.17,7413
BPS Murphy Elementary,108576.54,7414
BPS Boston Latin,77377.52,7415
BPS Higginson Elementary,1023.65,7416
BPS Murphy Elementary,20539.2,7417
BPS Tynan Elementary,127019.84,7418
Jackson/Mann K-8,112869.66,7419
BPS Substitute Teachers/Nurs,11.41,7420
BPS McKinley Middle,45501.85,7421
BPS Counseling Service,114783.54,7422
BPS Timilty Middle,79054.5,7423
BPS English High,80179.44,7424
BPS Ohrenberger Elementary,100754.03,7425
Mattapan Early Elementary,67052.03,7426
Green Academy,22790.56,7427
Edison K-8,83231.55,7428
BPS English High,72728.49,7429
BPS Welcome Services,48730.3,7430
BPS Substitute Teachers/Nurs,14286.15,7431
BPS Facility Management,65572.58,7432
BPS Substitute Teachers/Nurs,1197.12,7433
Achievement Gap,21735.81,7434
Umana Middle,116989.52,7435
Perry K-8,29462.76,7436
Curley K-8,111974.43,7437
BPS Substitute Teachers/Nurs,7990.79,7438
BPS Transportation,9067.2,7439
BPS Charlestown High,83032.96,7440
Dudley St. Neighborhood School,23482.08,7441
BPS Mozart Elementary,88721.48,7442
BPS Otis Elementary,82196.44,7443
BPS Kenny Elementary,124042.17,7444
Achievement Gap,10762.5,7445
Dudley St. Neighborhood School,89067.17,7446
BPS Quincy Elementary,107012.33,7447
BPS Dearborn Middle,88856.62,7448
BPS Facility Management,60699.81,7449
BPS Harvard/Kent Elementary,69715.53,7450
King K-8,107197.99,7451
BPS Chittick Elementary,34994.58,7452
BPS Orchard Gardens K-8 Pilot,48492.99,7453
BPS East Boston High,117225.01,7454
BPS Boston Comm Leadership Ac,13667.51,7455
BPS East Boston High,104915.42,7456
BPS Higginson Elementary,69769.28,7457
BPS McKinley Middle,38902.64,7458
BPS Mckay Elementary,9294.89,7459
BPS Transportation,17912.61,7460
BPS English High,80149.89,7461
BPS Murphy Elementary,38.97,7462
BPS Dever Elementary,9381.16,7463
BPS Dearborn Middle,130832.28,7464
BPS Another Course To Colleg,100188.27,7465
Lyon Pilot High 9-12,24487.53,7466
BPS English High,51667.59,7467
BPS Winship Elementary,105146.29,7468
BPS East Boston High,99330.59,7469
BPS McKinley Middle,113685.29,7470
BPS Latin Academy,106234.57,7471
BPS Trotter Elementary,97287.2,7472
Achievement Gap,2992.0,7473
BPS Special Education,107021.32,7474
BPS Mckay Elementary,65410.0,7475
BPS Substitute Teachers/Nurs,14528.71,7476
Young Achievers K-8,75009.75,7477
BPS Boston International HS,127125.44,7478
East Boston EEC,9333.88,7479
BPS Substitute Teachers/Nurs,13664.24,7480
BPS Timilty Middle,107906.77,7481
BPS Winthrop Elementary,114274.59,7482
BPS Dearborn Middle,90411.58,7483
BPS Special Education,41928.65,7484
BPS Condon Elementary,92112.09,7485
BPS Murphy Elementary,107965.95,7486
BPS Lee Elementary,113986.26,7487
BPS Dever Elementary,40348.28,7488
BPS Ohrenberger Elementary,119785.97,7489
BPS Tynan Elementary,37663.57,7490
BPS Winthrop Elementary,108134.79,7491
BPS Special Education,56096.52,7492
BPS Chittick Elementary,107010.36,7493
BPS Boston Latin,68840.46,7494
BPS O'Donnell Elementary,9377.02,7495
Henderson Elementary,47236.86,7496
BPS Facility Management,56979.88,7497
BPS Otis Elementary,9065.52,7498
Alighieri Montessori School,5000.87,7499
BPS Substitute Teachers/Nurs,23270.93,7500
BPS Irving Middle,91423.71,7501
BPS Special Education,74653.34,7502
BPS Dever Elementary,155699.96,7503
Mattapan Early Elementary,50691.1,7504
Superintendent,22476.41,7505
BPS Long Term Leave,123406.58,7506
BPS Athletics,14645.98,7507
BPS Kenny Elementary,34917.32,7508
BPS Substitute Teachers/Nurs,9225.91,7509
"Greenwood, S K-8",24043.29,7510
BPS Dearborn Middle,258.98,7511
Tech Boston Academy,84073.55,7512
UP Academy Dorchester,14684.86,7513
BPS Special Education,71767.19,7514
BPS Special Education,116191.61,7515
BPS Bates Elementary,120787.62,7516
Teaching & Learning,52746.14,7517
BPS Sumner Elementary,69745.0,7518
BPS Hennigan Elementary,103403.74,7519
BPS Facility Management,71312.53,7520
BPS English High,26483.61,7521
BPS Murphy Elementary,111197.21,7522
Young Achievers K-8,96938.28,7523
Mildred Avenue K-8,15600.0,7524
Henderson Elementary,113530.61,7525
BPS Sumner Elementary,28596.49,7526
BPS Special Education,47659.01,7527
BPS Perkins Elementary,85333.19,7528
BPS Another Course To Colleg,129943.05,7529
BPS Substitute Teachers/Nurs,297.36,7530
BPS Substitute Teachers/Nurs,21915.66,7531
BPS Special Education,115825.85,7532
BPS East Boston High,5203.45,7533
BPS Conley Elementary,34521.08,7534
BPS Boston Arts Academy,95797.75,7535
BPS Latin Academy,119612.77,7536
BPS Special Education,40028.14,7537
BPS School Safety Service,89157.54,7538
BPS Bates Elementary,106216.18,7539
BPS Blackstone Elementary,98349.56,7540
BPS Special Education,121711.56,7541
BPS Hennigan Elementary,50858.19,7542
BPS East Boston High,100427.16,7543
BPS Orchard Gardens K-8 Pilot,120758.33,7544
BPS Orchard Gardens K-8 Pilot,1316.63,7545
BPS Mather Elementary,518.45,7546
Mission Hill K-8,73361.21,7547
BPS Blackstone Elementary,83465.03,7548
BPS Harvard/Kent Elementary,707.45,7549
BPS Substitute Teachers/Nurs,13586.6,7550
Dudley St. Neighborhood School,82091.46,7551
West Roxbury Academy,97790.88,7552
Haley Pilot,108855.86,7553
BPS Charlestown High,20640.49,7554
BPS Adams Elementary,51035.29,7555
Research Assess & Eval,84856.0,7556
Tech Boston Academy,21958.0,7557
"UP ""Unlocking Potential"" Acad",52977.48,7558
BPS English High,15778.94,7559
BPS South Boston HS - Excel,100125.96,7560
UP Academy Holland,56502.46,7561
BPS Transportation,25945.67,7562
BPS Substitute Teachers/Nurs,16654.99,7563
BPS Philbrick Elementary,18500.24,7564
BPS Facility Management,56321.68,7565
"UP ""Unlocking Potential"" Acad",137.28,7566
King K-8,82608.36,7567
BPS Bradley Elementary,18729.32,7568
Margarita Muniz Academy,46580.92,7569
BPS Irving Middle,28999.33,7570
Perry K-8,123816.17,7571
Hernandez K-8,78699.33,7572
Food & Nutrition Svc,176.0,7573
BPS School Safety Service,54105.62,7574
BPS Blackstone Elementary,115874.31,7575
BPS Facility Management,1129.4,7576
Hernandez K-8,47397.07,7577
BPS Russell Elementary,9503.07,7578
Quincy Upper School,18445.21,7579
BPS Dever Elementary,26955.32,7580
BPS Adams Elementary,113310.47,7581
BPS Mozart Elementary,34178.39,7582
BPS Hennigan Elementary,18500.24,7583
"Kennedy, EM Health Academy",36549.25,7584
BPS Lee Elementary,44111.31,7585
BPS English High,38740.8,7586
BPS Hennigan Elementary,107517.14,7587
West Zone ELC,748.46,7588
Mildred Avenue K-8,102051.3,7589
BPS Mather Elementary,109277.96,7590
BPS Boston International HS,94390.7,7591
BPS Snowden International Hi,95950.88,7592
BPS Substitute Teachers/Nurs,14607.6,7593
BPS Ohrenberger Elementary,109318.8,7594
Frederick Pilot Middle,52910.42,7595
BPS Murphy Elementary,7894.68,7596
BPS Substitute Teachers/Nurs,2081.46,7597
BPS Channing Elementary,50707.26,7598
Research Assess & Eval,98795.41,7599
BPS Philbrick Elementary,5648.71,7600
BPS Bradley Elementary,125466.37,7601
BPS Murphy Elementary,36045.94,7602
BPS Facility Management,64125.61,7603
BPS New Mission Pilot,21100.51,7604
BPS Bradley Elementary,109196.26,7605
Gardner Pilot  Academy,100986.29,7606
BPS Latin Academy,118513.19,7607
BPS Harvard/Kent Elementary,24277.04,7608
BPS Boston Latin,43770.74,7609
BPS Special Education,98539.03,7610
BPS Substitute Teachers/Nurs,8.75,7611
BPS Boston Latin,105411.66,7612
BPS Substitute Teachers/Nurs,17815.03,7613
Roosevelt K-8,15896.7,7614
BPS Substitute Teachers/Nurs,12959.97,7615
BPS Substitute Teachers/Nurs,741.49,7616
BPS Conley Elementary,134546.83,7617
BPS Substitute Teachers/Nurs,1778.42,7618
BPS Substitute Teachers/Nurs,3211.82,7619
BPS Special Education,91152.92,7620
Tech Boston Academy,103066.88,7621
BPS Tynan Elementary,427.25,7622
BPS Human Resource Team,107182.08,7623
BPS Facility Management,86524.33,7624
BPS Hennigan Elementary,110250.81,7625
BPS Facility Management,57897.18,7626
UP Academy Holland,70538.36,7627
BPS Snowden International Hi,26506.97,7628
BPS Transportation,114925.95,7629
BPS Special Education,644.15,7630
BPS Quincy Elementary,121616.5,7631
BPS Adult Education,12512.83,7632
BPS Quincy Elementary,67201.72,7633
BPS Dever Elementary,9381.16,7634
HPEC: Com Acd Science & Health,105239.61,7635
BPS O'Bryant School,116130.32,7636
"UP ""Unlocking Potential"" Acad",3990.16,7637
BPS Madison Park High,73763.64,7638
BPS Transportation,12607.56,7639
BPS Adult Education,63392.0,7640
BPS McKinley Middle,1170.38,7641
BPS McCormack Middle,120369.84,7642
Umana Middle,96493.58,7643
BPS Snowden International Hi,34518.92,7644
BPS Guild Elementary,32948.48,7645
BPS Lee Elementary,76561.18,7646
BPS Winship Elementary,133386.75,7647
School Support & Tranformation,120428.41,7648
BPS Hennigan Elementary,84690.57,7649
BPS Latin Academy,66226.02,7650
BPS Hennigan Elementary,95613.4,7651
BPS Conley Elementary,58549.91,7652
Enrollment Services,513.01,7653
BPS Latin Academy,110203.46,7654
BPS Facility Management,10775.6,7655
East Boston EEC,49861.15,7656
BPS Horace Mann,45355.93,7657
BPS Harvard/Kent Elementary,23907.55,7658
BPS Ohrenberger Elementary,40091.93,7659
Kilmer K-8,9654.32,7660
BPS Latin Academy,111731.46,7661
BPS Edwards Middle,118828.74,7662
BPS Lee Elementary,34233.38,7663
BPS East Boston High,105415.5,7664
BPS Lee Elementary,33588.43,7665
BPS Horace Mann,77591.09,7666
BPS Brighton High,29848.93,7667
BPS Office Of Budget Mgmt,8461.21,7668
BPS Boston Latin,81007.58,7669
Eliot K-8,69206.47,7670
BPS O'Bryant School,114600.28,7671
Green Academy,82323.91,7672
Eliot K-8,739.36,7673
BPS Brighton High,112611.97,7674
Curley K-8,26052.27,7675
BPS Blackstone Elementary,113327.69,7676
East Boston EEC,18551.16,7677
Warren/Prescott K-8,114589.64,7678
Mildred Avenue K-8,110715.23,7679
BPS Special Education,35694.26,7680
BPS Ellis Elementary,64939.19,7681
"Kennedy, PJ Elementary",16160.36,7682
School Support & Tranformation,133963.79,7683
Kilmer K-8,28464.26,7684
Dudley St. Neighborhood School,1366.66,7685
BPS Alternative Education,21614.19,7686
BPS Substitute Teachers/Nurs,29383.18,7687
West Roxbury Academy,23113.89,7688
BPS Mozart Elementary,109234.83,7689
BPS Madison Park High,126138.6,7690
BPS Facility Management,128.66,7691
BPS Lee Elementary,15752.86,7692
"UP ""Unlocking Potential"" Acad",20640.18,7693
BPS East Boston High,106351.23,7694
Achievement Gap,117375.43,7695
BPS Another Course To Colleg,49498.28,7696
BPS Special Education,103727.9,7697
BPS Orchard Gardens K-8 Pilot,77397.14,7698
Warren/Prescott K-8,108692.84,7699
Teaching & Learning,131731.86,7700
BPS Channing Elementary,18862.88,7701
BPS Another Course To Colleg,103727.9,7702
BPS Special Education,32015.61,7703
Superintendent,32982.7,7704
BPS Special Education,55356.83,7705
"Kennedy, JF Elementary",102127.57,7706
BPS South Boston HS - Excel,72589.31,7707
Kilmer K-8,118688.43,7708
King K-8,62365.91,7709
BPS Dearborn Middle,10572.21,7710
BPS Substitute Teachers/Nurs,21263.34,7711
BPS Transportation,8416.45,7712
BPS Tynan Elementary,31431.85,7713
BPS Substitute Teachers/Nurs,178.35,7714
BPS Special Education,33952.16,7715
BPS Facility Management,63285.18,7716
Henderson Elementary,57899.23,7717
Baldwin ELC,87702.47,7718
Info & Instr Technology,65273.5,7719
"UP ""Unlocking Potential"" Acad",46627.44,7720
BPS Carter Center,39586.4,7721
BPS Latin Academy,94873.69,7722
BPS Philbrick Elementary,95220.9,7723
BPS Special Education,496.83,7724
BPS Human Resource Team,85000.27,7725
BPS O'Bryant School,104427.82,7726
BPS Carter Center,45373.68,7727
Young Achievers K-8,90135.45,7728
BPS Mckay Elementary,9332.21,7729
Umana Middle,1125.27,7730
Henderson Elementary,33908.96,7731
Jackson/Mann K-8,112016.0,7732
BPS Cl#10 Lee Academy,89741.85,7733
Frederick Pilot Middle,86228.55,7734
BPS Adult Education,8774.2,7735
BPS Fenway High,44194.28,7736
BPS Ohrenberger Elementary,4584.4,7737
Eliot K-8,37746.84,7738
BPS Murphy Elementary,155787.66,7739
BPS Adams Elementary,33768.62,7740
"Greenwood, S K-8",76277.7,7741
BPS Blackstone Elementary,87471.68,7742
BPS Bates Elementary,109733.96,7743
BPS Everett Elementary,56354.48,7744
Lyndon K-8,45771.34,7745
"Kennedy, EM Health Academy",124590.7,7746
BPS Winship Elementary,106811.6,7747
East Boston EEC,180774.94,7748
BPS Mckay Elementary,119986.17,7749
Achievement Gap,114533.16,7750
BPS Irving Middle,118734.85,7751
BPS Transportation,15588.12,7752
Roosevelt K-8,112112.49,7753
BPS Harvard/Kent Elementary,90986.55,7754
BPS Substitute Teachers/Nurs,1040.73,7755
BPS Latin Academy,111422.11,7756
BPS Special Education,116110.32,7757
BPS Special Education,109625.76,7758
UP Academy Holland,86814.51,7759
BPS Special Education,97050.68,7760
UP Academy Holland,56891.74,7761
BPS Special Education,73103.89,7762
BPS O'Bryant School,164824.21,7763
BPS Counseling Service,93135.5,7764
Mildred Avenue K-8,112323.04,7765
Margarita Muniz Academy,114943.04,7766
BPS Trotter Elementary,112288.08,7767
East Boston EEC,105691.49,7768
BPS Dearborn Middle,39800.86,7769
BPS Boston Evening Academy,60982.19,7770
BPS Mozart Elementary,99795.65,7771
BPS Boston Latin,114515.86,7772
"Kennedy, JF Elementary",39032.13,7773
Curley K-8,43845.77,7774
BPS Substitute Teachers/Nurs,3299.56,7775
BPS Sumner Elementary,110370.17,7776
BPS O'Donnell Elementary,102909.37,7777
BPS Substitute Teachers/Nurs,7897.22,7778
BPS Brighton High,80966.19,7779
Lyon K-8,45161.52,7780
BPS Alternative Education,60997.66,7781
BPS Holmes Elementary,108803.7,7782
BPS Orchard Gardens K-8 Pilot,22660.4,7783
BPS Special Education,98616.34,7784
BPS McKinley Middle,14616.04,7785
BPS McKinley Middle,40626.73,7786
BPS Substitute Teachers/Nurs,12551.86,7787
BPS Quincy Elementary,19497.82,7788
BPS Brighton High,57642.82,7789
UP Academy Dorchester,52314.87,7790
Warren/Prescott K-8,59711.26,7791
Teaching & Learning,122913.88,7792
BPS Facility Management,87645.59,7793
Margarita Muniz Academy,103567.34,7794
BPS Charlestown High,112072.81,7795
BPS Special Education,114124.69,7796
Info & Instr Technology,63165.12,7797
Eliot K-8,77001.77,7798
BPS Special Education,112907.45,7799
BPS Sumner Elementary,50326.96,7800
BPS Alternative Education,93804.42,7801
BPS Facility Management,54782.17,7802
BPS Holmes Elementary,9265.89,7803
Young Achievers K-8,16290.13,7804
Lyndon K-8,8911.4,7805
BPS Guild Elementary,85189.09,7806
Henderson Elementary,102219.58,7807
BPS Ohrenberger Elementary,96419.1,7808
"Kennedy, EM Health Academy",71475.51,7809
BPS Burke High,10695.58,7810
BPS Charlestown High,465.19,7811
BPS McCormack Middle,37545.0,7812
BPS Business Service,35531.6,7813
Umana Middle,82438.71,7814
Umana Middle,83308.39,7815
BPS Conley Elementary,1479.52,7816
BPS Special Education,25381.78,7817
BPS Horace Mann,122318.67,7818
BPS Boston Evening Academy,75568.42,7819
BPS Human Resource Team,63928.07,7820
BPS Fenway High,94317.64,7821
BPS East Boston High,31543.68,7822
BPS Beethoven Elementary,112397.13,7823
Curley K-8,89951.71,7824
BPS Transportation,28629.39,7825
BPS Transportation,9535.66,7826
BPS Burke High,27487.66,7827
BPS Dever Elementary,46262.01,7828
BPS Substitute Teachers/Nurs,6639.87,7829
Mildred Avenue K-8,115973.79,7830
BPS Transportation,19108.39,7831
BPS East Boston High,58546.88,7832
BPS McKinley Middle,84385.47,7833
BPS Boston Latin,1527.42,7834
Tobin K-8,101665.04,7835
Umana Middle,109392.76,7836
